Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1/7/2007,06:29:00,0.490,0.108,242.000,2.000,0.000,0.000,0.0
1/7/2007,06:30:00,0.488,0.106,241.850,2.000,0.000,0.000,0.0
1/7/2007,06:31:00,0.510,0.120,241.490,2.200,0.000,0.000,0.0
1/7/2007,06:32:00,0.562,0.210,241.460,2.400,0.000,0.000,0.0
1/7/2007,06:33:00,0.562,0.210,241.700,2.400,0.000,0.000,0.0
1/7/2007,06:34:00,0.560,0.210,241.570,2.400,0.000,0.000,0.0
1/7/2007,06:35:00,0.558,0.210,241.750,2.400,0.000,0.000,0.0
1/7/2007,06:36:00,0.556,0.210,241.670,2.400,0.000,0.000,0.0
1/7/2007,06:37:00,0.556,0.210,241.780,2.400,0.000,0.000,0.0
1/7/2007,06:38:00,0.552,0.210,241.630,2.400,0.000,0.000,0.0
1/7/2007,06:39:00,0.550,0.208,241.210,2.400,0.000,0.000,0.0
1/7/2007,06:40:00,0.542,0.198,241.270,2.400,0.000,0.000,0.0
1/7/2007,06:41:00,0.456,0.074,241.350,1.800,0.000,0.000,0.0
1/7/2007,06:42:00,0.454,0.074,241.260,1.800,0.000,0.000,0.0
1/7/2007,06:43:00,0.454,0.076,241.350,1.800,0.000,0.000,0.0
1/7/2007,06:44:00,0.448,0.068,241.520,1.800,0.000,0.000,0.0
1/7/2007,06:45:00,0.386,0.000,241.400,1.600,0.000,0.000,0.0
1/7/2007,06:46:00,0.386,0.000,241.330,1.600,0.000,0.000,0.0
1/7/2007,06:47:00,0.386,0.000,241.570,1.600,0.000,0.000,0.0
1/7/2007,06:48:00,0.388,0.000,241.820,1.600,0.000,0.000,0.0
1/7/2007,06:49:00,0.386,0.000,241.740,1.600,0.000,0.000,0.0
1/7/2007,06:50:00,0.386,0.000,241.560,1.600,0.000,0.000,0.0
1/7/2007,06:51:00,0.386,0.000,241.410,1.600,0.000,0.000,0.0
1/7/2007,06:52:00,0.386,0.000,241.150,1.600,0.000,0.000,0.0
1/7/2007,06:53:00,0.386,0.000,241.250,1.600,0.000,0.000,0.0
1/7/2007,06:54:00,0.386,0.000,241.230,1.600,0.000,0.000,0.0
1/7/2007,06:55:00,0.386,0.000,241.190,1.600,0.000,0.000,0.0
1/7/2007,06:56:00,0.386,0.000,241.050,1.600,0.000,0.000,0.0
1/7/2007,06:57:00,0.386,0.000,241.360,1.600,0.000,0.000,0.0
1/7/2007,06:58:00,0.386,0.000,241.380,1.600,0.000,0.000,0.0
1/7/2007,06:59:00,0.386,0.000,241.340,1.600,0.000,0.000,0.0
1/7/2007,07:00:00,0.386,0.000,241.600,1.600,0.000,0.000,0.0
1/7/2007,07:01:00,0.386,0.000,241.280,1.600,0.000,0.000,0.0
1/7/2007,07:02:00,0.386,0.000,241.410,1.600,0.000,0.000,0.0
1/7/2007,07:03:00,0.386,0.000,241.430,1.600,0.000,0.000,0.0
1/7/2007,07:04:00,0.386,0.000,241.290,1.600,0.000,0.000,0.0
1/7/2007,07:05:00,0.386,0.000,240.960,1.600,0.000,0.000,0.0
1/7/2007,07:06:00,0.386,0.000,241.060,1.600,0.000,0.000,0.0
1/7/2007,07:07:00,0.386,0.000,241.050,1.600,0.000,0.000,0.0
1/7/2007,07:08:00,0.382,0.000,240.030,1.600,0.000,0.000,0.0
1/7/2007,07:09:00,0.384,0.000,240.740,1.600,0.000,0.000,0.0
1/7/2007,07:10:00,0.384,0.000,240.780,1.600,0.000,0.000,0.0
1/7/2007,07:11:00,0.386,0.000,240.950,1.600,0.000,0.000,0.0
1/7/2007,07:12:00,0.438,0.000,240.670,1.800,0.000,0.000,0.0
1/7/2007,07:13:00,0.494,0.102,240.620,2.000,0.000,0.000,0.0
1/7/2007,07:14:00,0.492,0.102,240.750,2.000,0.000,0.000,0.0
1/7/2007,07:15:00,0.490,0.102,240.850,2.000,0.000,0.000,0.0
1/7/2007,07:16:00,0.490,0.102,240.790,2.000,0.000,0.000,0.0
1/7/2007,07:17:00,0.540,0.150,240.720,2.400,0.000,0.000,0.0
1/7/2007,07:18:00,0.564,0.206,240.840,2.400,0.000,0.000,0.0
1/7/2007,07:19:00,0.562,0.206,240.800,2.400,0.000,0.000,0.0
1/7/2007,07:20:00,0.562,0.206,240.860,2.400,0.000,0.000,0.0
1/7/2007,07:21:00,0.560,0.208,241.360,2.400,0.000,0.000,0.0
1/7/2007,07:22:00,0.558,0.206,241.040,2.400,0.000,0.000,0.0
1/7/2007,07:23:00,0.556,0.206,241.060,2.400,0.000,0.000,0.0
1/7/2007,07:24:00,0.554,0.208,241.270,2.400,0.000,0.000,0.0
1/7/2007,07:25:00,0.552,0.208,241.380,2.400,0.000,0.000,0.0
1/7/2007,07:26:00,0.552,0.208,241.460,2.400,0.000,0.000,0.0
1/7/2007,07:27:00,0.550,0.208,241.390,2.400,0.000,0.000,0.0
1/7/2007,07:28:00,0.548,0.208,241.220,2.400,0.000,0.000,0.0
1/7/2007,07:29:00,0.550,0.210,241.810,2.400,0.000,0.000,0.0
1/7/2007,07:30:00,0.508,0.146,242.240,2.200,0.000,0.000,0.0
1/7/2007,07:31:00,0.458,0.074,242.250,1.800,0.000,0.000,0.0
1/7/2007,07:32:00,0.386,0.000,241.750,1.600,0.000,0.000,0.0
1/7/2007,07:33:00,0.386,0.000,241.320,1.600,0.000,0.000,0.0
1/7/2007,07:34:00,0.386,0.000,241.270,1.600,0.000,0.000,0.0
1/7/2007,07:35:00,0.386,0.000,241.360,1.600,0.000,0.000,0.0
1/7/2007,07:36:00,0.386,0.000,241.270,1.600,0.000,0.000,0.0
1/7/2007,07:37:00,0.386,0.000,241.160,1.600,0.000,0.000,0.0
1/7/2007,07:38:00,0.384,0.000,240.920,1.600,0.000,0.000,0.0
1/7/2007,07:39:00,0.384,0.000,240.860,1.600,0.000,0.000,0.0
1/7/2007,07:40:00,0.384,0.000,240.950,1.600,0.000,0.000,0.0
1/7/2007,07:41:00,0.384,0.000,240.800,1.600,0.000,0.000,0.0
1/7/2007,07:42:00,0.380,0.000,239.220,1.600,0.000,0.000,0.0
1/7/2007,07:43:00,0.380,0.000,239.290,1.600,0.000,0.000,0.0
1/7/2007,07:44:00,0.380,0.000,239.350,1.600,0.000,0.000,0.0
1/7/2007,07:45:00,0.382,0.000,239.880,1.600,0.000,0.000,0.0
1/7/2007,07:46:00,0.382,0.000,239.710,1.600,0.000,0.000,0.0
1/7/2007,07:47:00,0.384,0.000,240.210,1.600,0.000,0.000,0.0
1/7/2007,07:48:00,0.384,0.000,240.830,1.600,0.000,0.000,0.0
1/7/2007,07:49:00,0.384,0.000,240.730,1.600,0.000,0.000,0.0
1/7/2007,07:50:00,0.384,0.000,240.580,1.600,0.000,0.000,0.0
1/7/2007,07:51:00,0.384,0.000,240.920,1.600,0.000,0.000,0.0
1/7/2007,07:52:00,0.384,0.000,240.590,1.600,0.000,0.000,0.0
1/7/2007,07:53:00,0.486,0.094,240.320,2.000,0.000,0.000,0.0
1/7/2007,07:54:00,0.468,0.090,240.300,2.000,0.000,2.000,0.0
1/7/2007,07:55:00,0.466,0.090,240.290,2.000,0.000,1.000,0.0
1/7/2007,07:56:00,0.466,0.088,240.100,2.000,0.000,2.000,0.0
1/7/2007,07:57:00,0.468,0.088,240.020,2.000,0.000,1.000,0.0
1/7/2007,07:58:00,0.470,0.090,240.760,2.000,0.000,1.000,0.0
1/7/2007,07:59:00,0.470,0.090,240.890,2.000,0.000,2.000,0.0
1/7/2007,08:00:00,0.470,0.092,241.150,2.000,0.000,1.000,0.0
1/7/2007,08:01:00,0.470,0.092,241.160,2.000,0.000,2.000,0.0
1/7/2007,08:02:00,0.488,0.096,240.520,2.200,0.000,1.000,0.0
1/7/2007,08:03:00,0.544,0.192,240.270,2.400,0.000,1.000,0.0
1/7/2007,08:04:00,0.660,0.320,239.890,3.000,0.000,2.000,0.0
1/7/2007,08:05:00,0.648,0.322,240.000,3.000,0.000,1.000,0.0
1/7/2007,08:06:00,0.644,0.322,239.700,3.000,0.000,2.000,0.0
1/7/2007,08:07:00,0.642,0.322,239.980,3.000,0.000,1.000,0.0
1/7/2007,08:08:00,0.638,0.322,240.020,3.000,0.000,1.000,0.0
1/7/2007,08:09:00,0.634,0.322,239.940,2.800,0.000,2.000,0.0
1/7/2007,08:10:00,0.630,0.324,240.080,2.800,0.000,1.000,0.0
1/7/2007,08:11:00,0.628,0.324,240.110,2.800,0.000,1.000,0.0
1/7/2007,08:12:00,0.626,0.324,240.330,2.800,0.000,1.000,0.0
1/7/2007,08:13:00,0.626,0.326,240.390,2.800,0.000,2.000,0.0
1/7/2007,08:14:00,0.622,0.322,240.050,2.800,0.000,1.000,0.0
1/7/2007,08:15:00,0.570,0.244,239.430,2.600,0.000,1.000,0.0
1/7/2007,08:16:00,0.552,0.218,239.740,2.400,0.000,1.000,0.0
1/7/2007,08:17:00,0.550,0.218,239.570,2.400,0.000,1.000,0.0
1/7/2007,08:18:00,0.548,0.216,239.420,2.400,0.000,2.000,0.0
1/7/2007,08:19:00,0.546,0.216,239.280,2.400,0.000,1.000,0.0
1/7/2007,08:20:00,0.546,0.216,239.390,2.400,0.000,1.000,0.0
1/7/2007,08:21:00,0.546,0.216,239.150,2.400,0.000,1.000,0.0
1/7/2007,08:22:00,0.544,0.214,239.120,2.400,0.000,1.000,0.0
1/7/2007,08:23:00,0.474,0.116,238.370,2.000,0.000,2.000,0.0
1/7/2007,08:24:00,0.448,0.080,237.990,1.800,0.000,1.000,0.0
1/7/2007,08:25:00,0.448,0.080,237.940,1.800,0.000,1.000,0.0
1/7/2007,08:26:00,0.448,0.080,237.960,1.800,0.000,1.000,0.0
1/7/2007,08:27:00,0.446,0.080,237.800,1.800,0.000,1.000,0.0
1/7/2007,08:28:00,0.446,0.080,237.830,1.800,0.000,1.000,0.0
1/7/2007,08:29:00,0.446,0.080,237.820,1.800,0.000,2.000,0.0
1/7/2007,08:30:00,0.446,0.080,237.760,1.800,0.000,1.000,0.0
1/7/2007,08:31:00,0.448,0.082,238.320,1.800,0.000,1.000,0.0
1/7/2007,08:32:00,0.448,0.082,238.410,1.800,0.000,1.000,0.0
1/7/2007,08:33:00,0.448,0.082,238.230,1.800,0.000,1.000,0.0
1/7/2007,08:34:00,0.448,0.082,238.300,1.800,0.000,1.000,0.0
1/7/2007,08:35:00,0.448,0.082,238.270,1.800,0.000,2.000,0.0
1/7/2007,08:36:00,0.448,0.082,238.230,1.800,0.000,1.000,0.0
1/7/2007,08:37:00,0.450,0.084,238.950,1.800,0.000,1.000,0.0
1/7/2007,08:38:00,0.450,0.086,239.510,1.800,0.000,1.000,0.0
1/7/2007,08:39:00,0.452,0.088,239.970,1.800,0.000,1.000,0.0
1/7/2007,08:40:00,0.452,0.088,239.950,1.800,0.000,1.000,0.0
1/7/2007,08:41:00,0.452,0.086,239.550,1.800,0.000,2.000,0.0
1/7/2007,08:42:00,0.448,0.082,238.440,1.800,0.000,1.000,0.0
1/7/2007,08:43:00,0.448,0.084,238.700,1.800,0.000,1.000,0.0
1/7/2007,08:44:00,0.448,0.084,238.590,1.800,0.000,1.000,0.0
1/7/2007,08:45:00,0.448,0.084,238.420,1.800,0.000,1.000,0.0
1/7/2007,08:46:00,0.448,0.084,238.480,1.800,0.000,1.000,0.0
1/7/2007,08:47:00,0.476,0.100,238.100,2.000,0.000,1.000,0.0
1/7/2007,08:48:00,0.522,0.182,237.800,2.200,0.000,2.000,0.0
1/7/2007,08:49:00,0.522,0.184,238.310,2.200,0.000,1.000,0.0
1/7/2007,08:50:00,0.524,0.186,239.050,2.200,0.000,1.000,0.0
1/7/2007,08:51:00,0.522,0.186,238.980,2.200,0.000,1.000,0.0
1/7/2007,08:52:00,0.520,0.184,238.600,2.200,0.000,1.000,0.0
1/7/2007,08:53:00,0.520,0.186,238.880,2.200,0.000,1.000,0.0
1/7/2007,08:54:00,0.572,0.236,239.020,2.600,0.000,1.000,0.0
1/7/2007,08:55:00,0.626,0.312,238.190,2.800,0.000,1.000,0.0
1/7/2007,08:56:00,0.618,0.308,237.460,2.800,0.000,2.000,0.0
1/7/2007,08:57:00,0.618,0.310,237.770,2.800,0.000,1.000,0.0
1/7/2007,08:58:00,0.616,0.310,238.000,2.800,0.000,1.000,0.0
1/7/2007,08:59:00,0.584,0.262,238.110,2.600,0.000,1.000,0.0
1/7/2007,09:00:00,0.550,0.214,238.930,2.400,0.000,1.000,0.0
1/7/2007,09:01:00,0.552,0.218,239.840,2.400,0.000,1.000,0.0
1/7/2007,09:02:00,0.548,0.214,238.970,2.400,0.000,1.000,0.0
1/7/2007,09:03:00,0.550,0.220,239.940,2.400,0.000,2.000,0.0
1/7/2007,09:04:00,0.548,0.218,239.730,2.400,0.000,1.000,0.0
1/7/2007,09:05:00,0.548,0.220,240.060,2.400,0.000,1.000,0.0
1/7/2007,09:06:00,0.546,0.220,240.010,2.400,0.000,1.000,0.0
1/7/2007,09:07:00,0.546,0.220,240.060,2.400,0.000,1.000,0.0
1/7/2007,09:08:00,0.546,0.220,240.080,2.400,0.000,1.000,0.0
1/7/2007,09:09:00,0.542,0.218,239.320,2.400,0.000,1.000,0.0
1/7/2007,09:10:00,0.544,0.220,239.790,2.400,0.000,1.000,0.0
1/7/2007,09:11:00,0.538,0.210,237.950,2.400,0.000,2.000,0.0
1/7/2007,09:12:00,0.538,0.212,238.290,2.400,0.000,1.000,0.0
1/7/2007,09:13:00,0.506,0.166,237.800,2.200,0.000,1.000,0.0
1/7/2007,09:14:00,0.446,0.084,238.530,1.800,0.000,1.000,0.0
1/7/2007,09:15:00,0.446,0.084,238.410,1.800,0.000,1.000,0.0
1/7/2007,09:16:00,0.446,0.082,238.320,1.800,0.000,1.000,0.0
1/7/2007,09:17:00,0.446,0.082,238.470,1.800,0.000,1.000,0.0
1/7/2007,09:18:00,0.444,0.082,238.070,1.800,0.000,1.000,0.0
1/7/2007,09:19:00,0.446,0.084,238.710,1.800,0.000,1.000,0.0
1/7/2007,09:20:00,0.444,0.080,237.890,1.800,0.000,2.000,0.0
1/7/2007,09:21:00,0.444,0.082,238.130,1.800,0.000,1.000,0.0
1/7/2007,09:22:00,0.442,0.078,236.980,1.800,0.000,1.000,0.0
1/7/2007,09:23:00,0.442,0.080,237.430,1.800,0.000,1.000,0.0
1/7/2007,09:24:00,0.444,0.080,237.820,1.800,0.000,1.000,0.0
1/7/2007,09:25:00,0.442,0.078,237.180,1.800,0.000,1.000,0.0
1/7/2007,09:26:00,0.444,0.080,237.800,1.800,0.000,1.000,0.0
1/7/2007,09:27:00,0.448,0.086,239.580,1.800,0.000,1.000,0.0
1/7/2007,09:28:00,0.448,0.086,239.190,1.800,0.000,1.000,0.0
1/7/2007,09:29:00,0.446,0.084,239.020,1.800,0.000,2.000,0.0
1/7/2007,09:30:00,0.444,0.082,238.300,1.800,0.000,1.000,0.0
1/7/2007,09:31:00,0.482,0.090,238.730,2.000,0.000,1.000,0.0
1/7/2007,09:32:00,0.440,0.000,238.820,2.000,0.000,0.000,0.0
1/7/2007,09:33:00,0.454,0.066,238.560,1.800,0.000,0.000,0.0
1/7/2007,09:34:00,0.458,0.068,239.450,1.800,0.000,0.000,0.0
1/7/2007,09:35:00,0.456,0.068,239.580,1.800,0.000,0.000,0.0
1/7/2007,09:36:00,0.458,0.070,240.110,1.800,0.000,0.000,0.0
1/7/2007,09:37:00,0.996,0.062,238.930,4.800,0.000,0.000,7.0
1/7/2007,09:38:00,1.532,0.054,237.460,6.400,0.000,0.000,18.0
1/7/2007,09:39:00,1.522,0.054,237.850,6.400,0.000,0.000,18.0
1/7/2007,09:40:00,1.500,0.052,237.150,6.200,0.000,0.000,17.0
1/7/2007,09:41:00,1.490,0.052,236.910,6.200,0.000,0.000,17.0
1/7/2007,09:42:00,1.486,0.052,236.940,6.200,0.000,0.000,18.0
1/7/2007,09:43:00,1.482,0.052,236.740,6.200,0.000,0.000,17.0
1/7/2007,09:44:00,1.420,0.000,236.390,6.000,0.000,0.000,17.0
1/7/2007,09:45:00,1.440,0.000,236.740,6.000,0.000,0.000,17.0
1/7/2007,09:46:00,1.526,0.082,237.200,6.400,0.000,0.000,18.0
1/7/2007,09:47:00,1.528,0.082,237.460,6.400,0.000,0.000,17.0
1/7/2007,09:48:00,1.526,0.082,237.690,6.400,0.000,0.000,17.0
1/7/2007,09:49:00,1.522,0.082,237.410,6.400,0.000,0.000,18.0
1/7/2007,09:50:00,1.522,0.082,237.520,6.400,0.000,0.000,17.0
1/7/2007,09:51:00,1.520,0.082,237.400,6.400,0.000,0.000,17.0
1/7/2007,09:52:00,1.980,0.142,236.700,8.400,0.000,0.000,17.0
1/7/2007,09:53:00,1.960,0.090,237.640,8.200,0.000,0.000,18.0
1/7/2007,09:54:00,1.826,0.076,236.600,7.600,0.000,0.000,17.0
1/7/2007,09:55:00,1.832,0.078,237.040,7.600,0.000,0.000,17.0
1/7/2007,09:56:00,1.804,0.078,237.300,7.600,0.000,0.000,17.0
1/7/2007,09:57:00,1.780,0.076,236.620,7.400,0.000,0.000,18.0
1/7/2007,09:58:00,1.736,0.076,236.110,7.200,0.000,0.000,17.0
1/7/2007,09:59:00,1.750,0.076,236.700,7.400,0.000,0.000,17.0
1/7/2007,10:00:00,1.778,0.076,236.690,7.400,0.000,0.000,17.0
1/7/2007,10:01:00,1.752,0.078,236.860,7.400,0.000,0.000,17.0
1/7/2007,10:02:00,1.750,0.076,236.690,7.400,0.000,0.000,17.0
1/7/2007,10:03:00,1.754,0.080,237.620,7.400,0.000,0.000,18.0
1/7/2007,10:04:00,1.744,0.072,237.230,7.200,0.000,0.000,17.0
1/7/2007,10:05:00,1.660,0.048,237.370,7.000,0.000,0.000,17.0
1/7/2007,10:06:00,1.664,0.046,237.690,7.000,0.000,0.000,18.0
1/7/2007,10:07:00,1.662,0.048,237.620,7.000,0.000,0.000,17.0
1/7/2007,10:08:00,1.718,0.000,237.290,7.200,0.000,0.000,17.0
1/7/2007,10:09:00,1.732,0.050,237.170,7.200,0.000,0.000,17.0
1/7/2007,10:10:00,1.734,0.050,237.040,7.200,0.000,0.000,18.0
1/7/2007,10:11:00,1.728,0.050,236.840,7.200,0.000,0.000,17.0
1/7/2007,10:12:00,1.370,0.054,237.710,6.000,0.000,0.000,12.0
1/7/2007,10:13:00,0.686,0.064,238.800,2.800,0.000,0.000,0.0
1/7/2007,10:14:00,0.316,0.072,238.070,1.400,0.000,0.000,0.0
1/7/2007,10:15:00,0.202,0.076,238.780,0.800,0.000,0.000,0.0
1/7/2007,10:16:00,0.202,0.080,239.600,0.800,0.000,0.000,0.0
1/7/2007,10:17:00,0.200,0.076,238.990,0.800,0.000,0.000,0.0
1/7/2007,10:18:00,0.200,0.076,238.700,0.800,0.000,0.000,0.0
1/7/2007,10:19:00,0.464,0.060,238.410,2.000,0.000,0.000,0.0
1/7/2007,10:20:00,0.532,0.050,238.190,2.200,0.000,0.000,0.0
1/7/2007,10:21:00,0.536,0.054,238.560,2.200,0.000,0.000,0.0
1/7/2007,10:22:00,0.578,0.054,238.640,2.400,0.000,0.000,0.0
1/7/2007,10:23:00,0.644,0.050,238.100,2.600,0.000,0.000,0.0
1/7/2007,10:24:00,0.648,0.052,239.140,2.600,0.000,0.000,0.0
1/7/2007,10:25:00,0.638,0.048,238.610,2.600,0.000,0.000,0.0
1/7/2007,10:26:00,0.638,0.054,238.240,2.800,0.000,0.000,0.0
1/7/2007,10:27:00,0.664,0.000,239.200,2.800,0.000,0.000,0.0
1/7/2007,10:28:00,0.578,0.000,240.680,2.400,0.000,0.000,0.0
1/7/2007,10:29:00,0.616,0.046,240.140,2.600,0.000,0.000,0.0
1/7/2007,10:30:00,0.616,0.000,240.760,2.600,0.000,0.000,0.0
1/7/2007,10:31:00,0.866,0.000,240.440,4.000,0.000,0.000,3.0
1/7/2007,10:32:00,1.678,0.048,239.610,7.000,0.000,0.000,18.0
1/7/2007,10:33:00,1.660,0.048,239.660,6.800,0.000,0.000,18.0
1/7/2007,10:34:00,1.644,0.050,239.260,6.800,0.000,0.000,18.0
1/7/2007,10:35:00,1.640,0.052,239.280,6.800,0.000,0.000,18.0
1/7/2007,10:36:00,1.690,0.000,239.710,7.000,0.000,0.000,17.0
1/7/2007,10:37:00,1.728,0.076,238.070,7.200,0.000,0.000,18.0
1/7/2007,10:38:00,1.714,0.074,237.480,7.200,0.000,0.000,17.0
1/7/2007,10:39:00,1.712,0.074,237.410,7.200,0.000,0.000,17.0
1/7/2007,10:40:00,1.702,0.072,236.780,7.200,0.000,0.000,18.0
1/7/2007,10:41:00,1.720,0.074,237.200,7.200,0.000,0.000,17.0
1/7/2007,10:42:00,1.836,0.076,237.550,7.800,0.000,0.000,17.0
1/7/2007,10:43:00,2.488,0.066,236.250,10.800,0.000,0.000,17.0
1/7/2007,10:44:00,2.966,0.062,235.690,12.600,0.000,0.000,17.0
1/7/2007,10:45:00,2.638,0.068,236.530,11.200,0.000,0.000,17.0
1/7/2007,10:46:00,1.460,0.082,237.670,6.200,0.000,0.000,18.0
1/7/2007,10:47:00,1.650,0.078,237.220,7.000,0.000,0.000,17.0
1/7/2007,10:48:00,1.690,0.078,237.530,7.000,0.000,0.000,17.0
1/7/2007,10:49:00,1.612,0.080,237.800,6.800,0.000,0.000,18.0
1/7/2007,10:50:00,1.610,0.080,237.710,6.800,0.000,0.000,17.0
1/7/2007,10:51:00,1.616,0.082,238.260,6.800,0.000,0.000,17.0
1/7/2007,10:52:00,1.500,0.084,238.650,6.200,0.000,0.000,18.0
1/7/2007,10:53:00,1.318,0.086,238.760,5.400,0.000,0.000,17.0
1/7/2007,10:54:00,1.310,0.084,237.930,5.400,0.000,0.000,18.0
1/7/2007,10:55:00,1.308,0.082,237.880,5.400,0.000,0.000,17.0
1/7/2007,10:56:00,1.220,0.000,238.060,5.000,0.000,0.000,17.0
1/7/2007,10:57:00,1.216,0.000,237.780,5.000,0.000,0.000,18.0
1/7/2007,10:58:00,1.220,0.000,238.060,5.000,0.000,0.000,17.0
1/7/2007,10:59:00,1.218,0.000,237.710,5.000,0.000,0.000,17.0
1/7/2007,11:00:00,1.212,0.046,237.360,5.000,0.000,0.000,18.0
1/7/2007,11:01:00,1.244,0.000,237.430,5.200,0.000,0.000,17.0
1/7/2007,11:02:00,1.292,0.054,237.760,5.400,0.000,0.000,17.0
1/7/2007,11:03:00,1.294,0.054,237.560,5.400,0.000,0.000,17.0
1/7/2007,11:04:00,1.294,0.054,237.880,5.400,0.000,0.000,18.0
1/7/2007,11:05:00,1.298,0.054,238.380,5.400,0.000,0.000,17.0
1/7/2007,11:06:00,1.304,0.054,239.160,5.400,0.000,0.000,18.0
1/7/2007,11:07:00,1.304,0.054,239.330,5.400,0.000,0.000,17.0
1/7/2007,11:08:00,1.302,0.056,239.430,5.400,0.000,0.000,18.0
1/7/2007,11:09:00,1.304,0.058,239.520,5.400,0.000,0.000,17.0
1/7/2007,11:10:00,1.304,0.060,239.820,5.400,0.000,0.000,18.0
1/7/2007,11:11:00,1.296,0.056,239.340,5.400,0.000,0.000,17.0
1/7/2007,11:12:00,1.298,0.056,239.460,5.400,0.000,0.000,18.0
1/7/2007,11:13:00,1.296,0.056,238.950,5.400,0.000,0.000,18.0
1/7/2007,11:14:00,1.294,0.052,238.890,5.400,0.000,0.000,17.0
1/7/2007,11:15:00,1.234,0.000,239.320,5.000,0.000,0.000,18.0
1/7/2007,11:16:00,1.230,0.000,238.950,5.000,0.000,0.000,17.0
1/7/2007,11:17:00,1.232,0.000,239.130,5.000,0.000,0.000,18.0
1/7/2007,11:18:00,1.226,0.046,238.690,5.000,0.000,0.000,17.0
1/7/2007,11:19:00,1.232,0.052,238.900,5.000,0.000,0.000,17.0
1/7/2007,11:20:00,1.212,0.046,238.290,5.000,0.000,0.000,18.0
1/7/2007,11:21:00,1.214,0.048,238.600,5.000,0.000,0.000,17.0
1/7/2007,11:22:00,1.226,0.046,239.200,5.000,0.000,0.000,18.0
1/7/2007,11:23:00,1.220,0.000,238.350,5.000,0.000,0.000,17.0
1/7/2007,11:24:00,1.206,0.000,237.470,5.000,0.000,0.000,18.0
1/7/2007,11:25:00,1.208,0.000,237.870,5.000,0.000,0.000,17.0
1/7/2007,11:26:00,1.202,0.046,237.890,5.000,0.000,0.000,17.0
1/7/2007,11:27:00,1.206,0.046,238.270,5.000,0.000,0.000,18.0
1/7/2007,11:28:00,1.326,0.078,238.850,5.600,0.000,0.000,17.0
1/7/2007,11:29:00,1.316,0.084,238.570,5.400,0.000,0.000,17.0
1/7/2007,11:30:00,1.314,0.084,238.540,5.400,0.000,0.000,18.0
1/7/2007,11:31:00,1.320,0.086,239.330,5.400,0.000,0.000,17.0
1/7/2007,11:32:00,1.320,0.086,239.550,5.400,0.000,0.000,18.0
1/7/2007,11:33:00,1.320,0.086,239.570,5.400,0.000,0.000,18.0
1/7/2007,11:34:00,1.312,0.084,238.930,5.400,0.000,0.000,17.0
1/7/2007,11:35:00,1.306,0.084,238.440,5.400,0.000,0.000,18.0
1/7/2007,11:36:00,1.312,0.084,238.750,5.400,0.000,0.000,17.0
1/7/2007,11:37:00,1.320,0.090,239.580,5.400,0.000,0.000,18.0
1/7/2007,11:38:00,1.330,0.092,240.590,5.400,0.000,0.000,17.0
1/7/2007,11:39:00,1.322,0.090,240.180,5.400,0.000,0.000,18.0
1/7/2007,11:40:00,1.332,0.092,240.810,5.400,0.000,0.000,18.0
1/7/2007,11:41:00,1.342,0.098,241.470,5.400,0.000,0.000,18.0
