Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/1/2008,21:42:00,2.300,0.232,239.880,9.600,0.000,1.000,0.0
2/1/2008,21:43:00,2.298,0.232,239.790,9.600,0.000,1.000,0.0
2/1/2008,21:44:00,2.250,0.172,239.340,9.400,0.000,2.000,0.0
2/1/2008,21:45:00,2.208,0.100,239.860,9.200,0.000,1.000,0.0
2/1/2008,21:46:00,2.234,0.086,239.840,9.200,0.000,2.000,0.0
2/1/2008,21:47:00,2.242,0.080,239.850,9.200,0.000,1.000,0.0
2/1/2008,21:48:00,2.242,0.084,239.990,9.200,0.000,1.000,0.0
2/1/2008,21:49:00,2.330,0.180,240.390,9.600,0.000,2.000,0.0
2/1/2008,21:50:00,2.306,0.186,239.880,9.600,0.000,1.000,0.0
2/1/2008,21:51:00,2.306,0.188,239.960,9.600,0.000,2.000,0.0
2/1/2008,21:52:00,2.270,0.178,237.580,9.600,0.000,1.000,0.0
2/1/2008,21:53:00,1.856,0.170,238.000,7.800,0.000,1.000,0.0
2/1/2008,21:54:00,1.946,0.170,238.230,8.200,0.000,2.000,0.0
2/1/2008,21:55:00,2.026,0.172,237.830,8.400,0.000,1.000,0.0
2/1/2008,21:56:00,2.012,0.168,236.760,8.400,0.000,1.000,0.0
2/1/2008,21:57:00,2.016,0.172,237.300,8.400,0.000,2.000,0.0
2/1/2008,21:58:00,1.994,0.142,237.180,8.400,0.000,1.000,0.0
2/1/2008,21:59:00,1.906,0.000,237.380,8.000,0.000,1.000,0.0
2/1/2008,22:00:00,1.880,0.000,237.520,7.800,0.000,0.000,0.0
2/1/2008,22:01:00,1.882,0.046,237.760,7.800,0.000,0.000,0.0
2/1/2008,22:02:00,1.880,0.000,237.850,7.800,0.000,0.000,0.0
2/1/2008,22:03:00,1.868,0.046,237.250,7.800,0.000,0.000,0.0
2/1/2008,22:04:00,1.862,0.046,236.900,7.800,0.000,0.000,0.0
2/1/2008,22:05:00,1.868,0.000,237.480,7.800,0.000,0.000,0.0
2/1/2008,22:06:00,1.882,0.000,238.560,7.800,0.000,0.000,0.0
2/1/2008,22:07:00,1.878,0.000,238.240,7.800,0.000,0.000,0.0
2/1/2008,22:08:00,1.882,0.000,238.330,7.800,0.000,0.000,0.0
2/1/2008,22:09:00,1.890,0.000,238.670,7.800,0.000,0.000,0.0
2/1/2008,22:10:00,1.890,0.000,238.780,7.800,0.000,0.000,0.0
2/1/2008,22:11:00,1.882,0.046,237.840,7.800,0.000,0.000,0.0
2/1/2008,22:12:00,1.786,0.000,237.670,7.400,0.000,0.000,0.0
2/1/2008,22:13:00,1.600,0.000,238.640,6.600,0.000,0.000,0.0
2/1/2008,22:14:00,1.626,0.000,238.810,6.800,0.000,0.000,0.0
2/1/2008,22:15:00,1.708,0.090,239.180,7.000,0.000,0.000,0.0
2/1/2008,22:16:00,1.702,0.088,238.840,7.000,0.000,0.000,0.0
2/1/2008,22:17:00,1.704,0.090,239.310,7.000,0.000,0.000,0.0
2/1/2008,22:18:00,1.720,0.094,240.910,7.000,0.000,0.000,0.0
2/1/2008,22:19:00,1.722,0.096,241.340,7.000,0.000,0.000,0.0
2/1/2008,22:20:00,1.736,0.102,242.800,7.000,0.000,0.000,0.0
2/1/2008,22:21:00,1.734,0.104,242.850,7.000,0.000,0.000,0.0
2/1/2008,22:22:00,1.726,0.100,242.130,7.000,0.000,0.000,0.0
2/1/2008,22:23:00,1.726,0.100,242.100,7.000,0.000,0.000,0.0
2/1/2008,22:24:00,1.732,0.102,242.780,7.000,0.000,0.000,0.0
2/1/2008,22:25:00,1.732,0.104,243.010,7.000,0.000,0.000,0.0
2/1/2008,22:26:00,1.726,0.102,242.400,7.000,0.000,0.000,0.0
2/1/2008,22:27:00,1.716,0.098,241.530,7.000,0.000,0.000,0.0
2/1/2008,22:28:00,1.710,0.098,241.140,7.000,0.000,0.000,0.0
2/1/2008,22:29:00,1.710,0.098,241.150,7.000,0.000,0.000,0.0
2/1/2008,22:30:00,1.658,0.000,242.090,6.800,0.000,0.000,0.0
2/1/2008,22:31:00,1.566,0.000,242.690,6.400,0.000,0.000,0.0
2/1/2008,22:32:00,1.556,0.000,243.340,6.400,0.000,0.000,0.0
2/1/2008,22:33:00,1.590,0.000,243.180,6.600,0.000,0.000,0.0
2/1/2008,22:34:00,1.770,0.070,242.380,7.200,0.000,0.000,0.0
2/1/2008,22:35:00,1.922,0.068,242.590,7.800,0.000,0.000,0.0
2/1/2008,22:36:00,2.714,0.134,241.390,11.800,0.000,13.000,0.0
2/1/2008,22:37:00,3.828,0.112,240.430,15.800,0.000,37.000,0.0
2/1/2008,22:38:00,2.712,0.128,241.310,12.000,0.000,28.000,0.0
2/1/2008,22:39:00,2.960,0.136,241.330,12.200,0.000,38.000,0.0
2/1/2008,22:40:00,2.562,0.158,241.660,11.200,0.000,28.000,0.0
2/1/2008,22:41:00,3.102,0.142,240.920,12.800,0.000,37.000,0.0
2/1/2008,22:42:00,3.204,0.158,241.220,13.200,0.000,37.000,0.0
2/1/2008,22:43:00,3.082,0.128,241.480,12.800,0.000,37.000,0.0
2/1/2008,22:44:00,2.966,0.056,241.110,12.200,0.000,37.000,0.0
2/1/2008,22:45:00,2.978,0.000,242.130,12.200,0.000,38.000,0.0
2/1/2008,22:46:00,2.988,0.060,242.270,12.200,0.000,37.000,0.0
2/1/2008,22:47:00,3.038,0.000,241.880,12.400,0.000,37.000,0.0
2/1/2008,22:48:00,3.210,0.054,242.030,13.200,0.000,38.000,0.0
2/1/2008,22:49:00,3.208,0.000,242.290,13.200,0.000,37.000,0.0
2/1/2008,22:50:00,3.212,0.054,242.200,13.200,0.000,37.000,0.0
2/1/2008,22:51:00,3.214,0.000,242.580,13.200,0.000,37.000,0.0
2/1/2008,22:52:00,3.214,0.054,242.300,13.200,0.000,38.000,0.0
2/1/2008,22:53:00,3.146,0.000,241.860,13.000,0.000,37.000,0.0
2/1/2008,22:54:00,3.056,0.050,241.500,12.600,0.000,37.000,0.0
2/1/2008,22:55:00,2.838,0.000,241.370,11.600,0.000,37.000,0.0
2/1/2008,22:56:00,2.844,0.054,241.200,11.800,0.000,37.000,0.0
2/1/2008,22:57:00,2.818,0.046,241.360,11.600,0.000,37.000,0.0
2/1/2008,22:58:00,2.738,0.056,241.300,11.200,0.000,37.000,0.0
2/1/2008,22:59:00,2.740,0.048,241.700,11.200,0.000,37.000,0.0
2/1/2008,23:00:00,2.872,0.192,242.030,11.800,0.000,37.000,0.0
2/1/2008,23:01:00,2.860,0.188,242.320,11.800,0.000,38.000,0.0
2/1/2008,23:02:00,2.874,0.198,242.910,11.800,0.000,37.000,0.0
2/1/2008,23:03:00,2.872,0.190,243.040,11.800,0.000,38.000,0.0
2/1/2008,23:04:00,2.858,0.192,242.320,11.800,0.000,37.000,0.0
2/1/2008,23:05:00,2.838,0.182,241.450,11.800,0.000,37.000,0.0
2/1/2008,23:06:00,2.832,0.184,241.110,11.800,0.000,37.000,0.0
2/1/2008,23:07:00,2.846,0.184,241.860,11.800,0.000,37.000,0.0
2/1/2008,23:08:00,2.856,0.190,242.410,11.800,0.000,38.000,0.0
2/1/2008,23:09:00,2.852,0.186,242.240,11.800,0.000,37.000,0.0
2/1/2008,23:10:00,2.488,0.192,242.660,10.400,0.000,33.000,0.0
2/1/2008,23:11:00,1.820,0.200,243.000,7.800,0.000,19.000,0.0
2/1/2008,23:12:00,2.856,0.188,242.360,11.800,0.000,37.000,0.0
2/1/2008,23:13:00,2.066,0.202,243.840,8.800,0.000,26.000,0.0
2/1/2008,23:14:00,2.266,0.198,243.720,9.600,0.000,26.000,0.0
2/1/2008,23:15:00,2.826,0.102,243.980,11.600,0.000,38.000,0.0
2/1/2008,23:16:00,1.652,0.072,245.670,6.800,0.000,20.000,0.0
2/1/2008,23:17:00,2.528,0.062,244.650,10.400,0.000,32.000,0.0
2/1/2008,23:18:00,2.744,0.074,244.230,11.200,0.000,37.000,0.0
2/1/2008,23:19:00,1.646,0.184,245.420,6.600,0.000,18.000,0.0
2/1/2008,23:20:00,2.808,0.166,244.400,11.400,0.000,36.000,0.0
2/1/2008,23:21:00,1.216,0.192,245.960,5.400,0.000,12.000,0.0
2/1/2008,23:22:00,1.188,0.182,244.510,5.200,0.000,9.000,0.0
2/1/2008,23:23:00,2.000,0.176,244.280,8.600,0.000,22.000,0.0
2/1/2008,23:24:00,2.852,0.160,243.200,11.600,0.000,38.000,0.0
2/1/2008,23:25:00,2.848,0.164,242.960,11.600,0.000,38.000,0.0
2/1/2008,23:26:00,2.338,0.166,243.660,10.000,0.000,31.000,0.0
2/1/2008,23:27:00,0.820,0.196,245.390,3.400,0.000,4.000,0.0
2/1/2008,23:28:00,1.504,0.124,244.660,6.200,0.000,15.000,0.0
2/1/2008,23:29:00,2.472,0.066,243.910,10.400,0.000,31.000,0.0
2/1/2008,23:30:00,2.850,0.120,243.750,11.600,0.000,39.000,0.0
2/1/2008,23:31:00,2.512,0.196,244.660,10.400,0.000,35.000,0.0
2/1/2008,23:32:00,1.828,0.198,245.980,7.600,0.000,20.000,0.0
2/1/2008,23:33:00,2.804,0.192,244.810,11.400,0.000,39.000,0.0
2/1/2008,23:34:00,1.646,0.200,246.170,6.600,0.000,19.000,0.0
2/1/2008,23:35:00,2.724,0.194,244.970,11.200,0.000,36.000,0.0
2/1/2008,23:36:00,1.838,0.192,245.360,7.800,0.000,23.000,0.0
2/1/2008,23:37:00,2.368,0.166,244.590,10.000,0.000,31.000,0.0
2/1/2008,23:38:00,1.242,0.168,246.010,5.800,0.000,15.000,0.0
2/1/2008,23:39:00,1.086,0.182,245.970,4.800,0.000,10.000,0.0
2/1/2008,23:40:00,1.868,0.154,244.700,8.000,0.000,23.000,0.0
2/1/2008,23:41:00,2.816,0.158,244.710,11.400,0.000,40.000,0.0
2/1/2008,23:42:00,1.328,0.174,247.260,6.200,0.000,17.000,0.0
2/1/2008,23:43:00,1.060,0.190,246.930,4.600,0.000,9.000,0.0
2/1/2008,23:44:00,1.816,0.154,244.700,7.600,0.000,22.000,0.0
2/1/2008,23:45:00,2.826,0.192,243.260,11.600,0.000,39.000,0.0
2/1/2008,23:46:00,2.882,0.276,243.400,11.800,0.000,39.000,0.0
2/1/2008,23:47:00,1.666,0.316,244.990,6.800,0.000,20.000,0.0
2/1/2008,23:48:00,2.308,0.276,243.880,10.000,0.000,30.000,0.0
2/1/2008,23:49:00,0.920,0.324,245.220,4.000,0.000,7.000,0.0
2/1/2008,23:50:00,1.412,0.284,244.310,6.000,0.000,14.000,0.0
2/1/2008,23:51:00,2.376,0.294,243.380,10.000,0.000,30.000,0.0
2/1/2008,23:52:00,2.334,0.272,243.920,10.400,0.000,30.000,0.0
2/1/2008,23:53:00,1.368,0.326,245.980,6.200,0.000,16.000,0.0
2/1/2008,23:54:00,1.120,0.294,245.490,5.000,0.000,9.000,0.0
2/1/2008,23:55:00,1.944,0.308,244.550,8.200,0.000,22.000,0.0
2/1/2008,23:56:00,2.294,0.224,243.580,10.200,0.000,30.000,0.0
2/1/2008,23:57:00,2.762,0.168,243.150,11.400,0.000,37.000,0.0
2/1/2008,23:58:00,0.738,0.168,244.880,3.200,0.000,5.000,0.0
2/1/2008,23:59:00,0.764,0.200,245.040,3.200,0.000,4.000,0.0
3/1/2008,00:00:00,0.696,0.136,244.750,2.800,0.000,4.000,0.0
3/1/2008,00:01:00,0.668,0.062,245.140,2.800,0.000,4.000,0.0
3/1/2008,00:02:00,0.622,0.000,245.360,2.600,0.000,3.000,0.0
3/1/2008,00:03:00,0.664,0.060,244.900,2.600,0.000,4.000,0.0
3/1/2008,00:04:00,0.698,0.120,245.250,3.000,0.000,3.000,0.0
3/1/2008,00:05:00,0.734,0.168,244.860,3.000,0.000,4.000,0.0
3/1/2008,00:06:00,0.516,0.092,244.520,2.200,0.000,1.000,0.0
3/1/2008,00:07:00,0.508,0.088,244.340,2.200,0.000,0.000,0.0
3/1/2008,00:08:00,0.494,0.088,244.950,2.000,0.000,0.000,0.0
3/1/2008,00:09:00,0.510,0.092,245.470,2.200,0.000,0.000,0.0
3/1/2008,00:10:00,0.490,0.090,246.050,2.000,0.000,0.000,0.0
3/1/2008,00:11:00,0.510,0.098,246.950,2.200,0.000,1.000,0.0
3/1/2008,00:12:00,0.490,0.094,246.780,2.000,0.000,0.000,0.0
3/1/2008,00:13:00,0.466,0.000,246.720,2.000,0.000,0.000,0.0
3/1/2008,00:14:00,0.418,0.000,246.730,1.800,0.000,0.000,0.0
3/1/2008,00:15:00,0.438,0.000,246.280,1.800,0.000,0.000,0.0
3/1/2008,00:16:00,0.416,0.000,245.860,1.800,0.000,0.000,0.0
3/1/2008,00:17:00,0.434,0.000,245.330,1.800,0.000,0.000,0.0
3/1/2008,00:18:00,0.416,0.000,245.430,1.800,0.000,0.000,0.0
3/1/2008,00:19:00,0.436,0.000,245.910,1.800,0.000,1.000,0.0
3/1/2008,00:20:00,0.418,0.000,246.170,1.800,0.000,0.000,0.0
3/1/2008,00:21:00,0.438,0.000,246.400,1.800,0.000,0.000,0.0
3/1/2008,00:22:00,0.480,0.000,245.850,2.000,0.000,0.000,0.0
3/1/2008,00:23:00,0.328,0.000,245.830,1.400,0.000,0.000,0.0
3/1/2008,00:24:00,0.284,0.000,245.710,1.200,0.000,0.000,0.0
3/1/2008,00:25:00,0.302,0.000,245.050,1.400,0.000,1.000,0.0
3/1/2008,00:26:00,0.284,0.000,245.290,1.200,0.000,0.000,0.0
3/1/2008,00:27:00,0.304,0.000,245.590,1.400,0.000,0.000,0.0
3/1/2008,00:28:00,0.284,0.000,245.380,1.200,0.000,0.000,0.0
3/1/2008,00:29:00,0.302,0.000,244.920,1.400,0.000,0.000,0.0
3/1/2008,00:30:00,0.284,0.000,245.250,1.200,0.000,0.000,0.0
3/1/2008,00:31:00,0.346,0.000,244.320,1.600,0.000,1.000,0.0
3/1/2008,00:32:00,0.392,0.122,243.290,1.600,0.000,0.000,0.0
3/1/2008,00:33:00,0.408,0.124,242.360,1.800,0.000,0.000,0.0
3/1/2008,00:34:00,0.388,0.120,242.590,1.600,0.000,0.000,0.0
3/1/2008,00:35:00,0.406,0.128,243.280,1.800,0.000,0.000,0.0
3/1/2008,00:36:00,0.390,0.124,243.230,1.800,0.000,0.000,0.0
3/1/2008,00:37:00,0.398,0.128,243.640,1.800,0.000,1.000,0.0
3/1/2008,00:38:00,0.584,0.128,244.290,2.600,0.000,0.000,0.0
3/1/2008,00:39:00,0.876,0.124,245.490,3.600,0.000,0.000,0.0
3/1/2008,00:40:00,0.894,0.130,245.910,3.600,0.000,0.000,0.0
3/1/2008,00:41:00,0.692,0.132,246.260,3.000,0.000,0.000,0.0
3/1/2008,00:42:00,0.404,0.142,246.470,1.800,0.000,1.000,0.0
3/1/2008,00:43:00,0.384,0.138,246.870,1.600,0.000,0.000,0.0
3/1/2008,00:44:00,0.400,0.138,245.790,1.800,0.000,0.000,0.0
3/1/2008,00:45:00,0.382,0.134,245.830,1.600,0.000,0.000,0.0
3/1/2008,00:46:00,0.348,0.060,245.650,1.600,0.000,0.000,0.0
3/1/2008,00:47:00,0.284,0.000,245.150,1.200,0.000,0.000,0.0
3/1/2008,00:48:00,0.304,0.000,245.460,1.400,0.000,1.000,0.0
3/1/2008,00:49:00,0.374,0.092,245.780,1.800,0.000,0.000,0.0
3/1/2008,00:50:00,0.380,0.104,245.390,1.600,0.000,0.000,0.0
3/1/2008,00:51:00,0.364,0.104,246.660,1.600,0.000,0.000,0.0
3/1/2008,00:52:00,0.384,0.110,246.530,1.600,0.000,0.000,0.0
3/1/2008,00:53:00,0.364,0.108,247.240,1.600,0.000,0.000,0.0
3/1/2008,00:54:00,0.382,0.112,247.110,1.600,0.000,1.000,0.0
3/1/2008,00:55:00,0.362,0.106,246.920,1.600,0.000,0.000,0.0
3/1/2008,00:56:00,0.380,0.112,247.000,1.600,0.000,0.000,0.0
3/1/2008,00:57:00,0.358,0.106,246.660,1.600,0.000,0.000,0.0
3/1/2008,00:58:00,0.314,0.000,246.680,1.400,0.000,0.000,0.0
3/1/2008,00:59:00,0.286,0.000,246.270,1.200,0.000,0.000,0.0
3/1/2008,01:00:00,0.304,0.000,246.010,1.400,0.000,0.000,0.0
3/1/2008,01:01:00,0.286,0.000,246.190,1.200,0.000,0.000,0.0
3/1/2008,01:02:00,0.304,0.000,245.710,1.400,0.000,1.000,0.0
3/1/2008,01:03:00,0.284,0.000,245.450,1.200,0.000,0.000,0.0
3/1/2008,01:04:00,0.304,0.000,245.870,1.400,0.000,0.000,0.0
3/1/2008,01:05:00,0.382,0.000,245.560,1.600,0.000,1.000,0.0
3/1/2008,01:06:00,0.498,0.062,245.330,2.000,0.000,4.000,0.0
3/1/2008,01:07:00,0.500,0.070,244.670,2.000,0.000,4.000,0.0
3/1/2008,01:08:00,0.496,0.060,245.650,2.000,0.000,3.000,0.0
3/1/2008,01:09:00,0.498,0.068,244.500,2.000,0.000,4.000,0.0
3/1/2008,01:10:00,0.494,0.054,244.650,2.000,0.000,3.000,0.0
3/1/2008,01:11:00,0.500,0.070,245.180,2.000,0.000,4.000,0.0
3/1/2008,01:12:00,0.494,0.058,245.550,2.000,0.000,3.000,0.0
3/1/2008,01:13:00,0.414,0.000,245.390,1.800,0.000,3.000,0.0
3/1/2008,01:14:00,0.284,0.000,245.580,1.200,0.000,0.000,0.0
3/1/2008,01:15:00,0.304,0.000,245.880,1.400,0.000,0.000,0.0
3/1/2008,01:16:00,0.284,0.000,245.480,1.200,0.000,0.000,0.0
3/1/2008,01:17:00,0.342,0.000,245.170,1.600,0.000,1.000,0.0
3/1/2008,01:18:00,0.396,0.128,244.940,1.800,0.000,0.000,0.0
3/1/2008,01:19:00,0.412,0.134,245.000,1.800,0.000,0.000,0.0
3/1/2008,01:20:00,0.390,0.128,244.580,1.600,0.000,0.000,0.0
3/1/2008,01:21:00,0.408,0.132,244.310,1.800,0.000,0.000,0.0
3/1/2008,01:22:00,0.390,0.130,244.970,1.600,0.000,0.000,0.0
3/1/2008,01:23:00,0.406,0.136,245.020,1.800,0.000,0.000,0.0
3/1/2008,01:24:00,0.386,0.130,244.930,1.600,0.000,0.000,0.0
3/1/2008,01:25:00,0.404,0.136,245.300,1.800,0.000,1.000,0.0
3/1/2008,01:26:00,0.386,0.132,245.690,1.600,0.000,0.000,0.0
3/1/2008,01:27:00,0.402,0.138,245.560,1.800,0.000,0.000,0.0
3/1/2008,01:28:00,0.384,0.136,246.040,1.600,0.000,0.000,0.0
3/1/2008,01:29:00,0.402,0.140,245.950,1.800,0.000,0.000,0.0
3/1/2008,01:30:00,0.386,0.136,245.980,1.600,0.000,0.000,0.0
3/1/2008,01:31:00,0.394,0.136,245.150,1.800,0.000,1.000,0.0
3/1/2008,01:32:00,0.322,0.000,244.450,1.400,0.000,0.000,0.0
3/1/2008,01:33:00,0.286,0.000,244.690,1.200,0.000,0.000,0.0
3/1/2008,01:34:00,0.302,0.000,244.430,1.400,0.000,0.000,0.0
3/1/2008,01:35:00,0.378,0.098,244.730,1.800,0.000,0.000,0.0
3/1/2008,01:36:00,0.378,0.102,244.430,1.600,0.000,1.000,0.0
3/1/2008,01:37:00,0.362,0.098,245.050,1.600,0.000,0.000,0.0
3/1/2008,01:38:00,0.380,0.104,245.090,1.600,0.000,0.000,0.0
3/1/2008,01:39:00,0.360,0.098,244.810,1.600,0.000,0.000,0.0
3/1/2008,01:40:00,0.376,0.102,244.450,1.600,0.000,0.000,0.0
3/1/2008,01:41:00,0.358,0.096,244.980,1.600,0.000,0.000,0.0
3/1/2008,01:42:00,0.374,0.102,244.600,1.600,0.000,1.000,0.0
3/1/2008,01:43:00,0.340,0.074,245.030,1.400,0.000,0.000,0.0
3/1/2008,01:44:00,0.302,0.000,244.940,1.400,0.000,0.000,0.0
3/1/2008,01:45:00,0.284,0.000,245.460,1.200,0.000,0.000,0.0
3/1/2008,01:46:00,0.304,0.000,245.560,1.400,0.000,0.000,0.0
3/1/2008,01:47:00,0.338,0.046,245.350,1.600,0.000,1.000,0.0
3/1/2008,01:48:00,0.388,0.124,245.560,1.600,0.000,2.000,0.0
3/1/2008,01:49:00,0.370,0.120,246.000,1.600,0.000,1.000,0.0
3/1/2008,01:50:00,0.390,0.126,245.930,1.800,0.000,2.000,0.0
3/1/2008,01:51:00,0.372,0.120,245.750,1.600,0.000,1.000,0.0
3/1/2008,01:52:00,0.390,0.126,245.980,1.800,0.000,2.000,0.0
3/1/2008,01:53:00,0.372,0.120,246.050,1.600,0.000,1.000,0.0
3/1/2008,01:54:00,0.390,0.126,245.910,1.800,0.000,2.000,0.0
3/1/2008,01:55:00,0.370,0.120,245.970,1.600,0.000,2.000,0.0
3/1/2008,01:56:00,0.388,0.124,245.540,1.800,0.000,1.000,0.0
3/1/2008,01:57:00,0.368,0.116,244.790,1.600,0.000,2.000,0.0
3/1/2008,01:58:00,0.386,0.122,245.120,1.600,0.000,2.000,0.0
3/1/2008,01:59:00,0.370,0.124,246.820,1.600,0.000,1.000,0.0
3/1/2008,02:00:00,0.388,0.130,246.860,1.800,0.000,2.000,0.0
3/1/2008,02:01:00,0.376,0.126,247.080,1.600,0.000,1.000,0.0
3/1/2008,02:02:00,0.378,0.128,246.840,1.600,0.000,2.000,0.0
3/1/2008,02:03:00,0.386,0.130,246.850,1.600,0.000,1.000,0.0
3/1/2008,02:04:00,0.470,0.242,246.830,2.200,0.000,2.000,0.0
3/1/2008,02:05:00,0.492,0.268,246.280,2.200,0.000,1.000,0.0
3/1/2008,02:06:00,0.470,0.262,246.080,2.200,0.000,2.000,0.0
3/1/2008,02:07:00,0.488,0.270,246.430,2.200,0.000,1.000,0.0
3/1/2008,02:08:00,0.468,0.268,246.890,2.200,0.000,1.000,0.0
3/1/2008,02:09:00,0.430,0.176,246.960,2.000,0.000,1.000,0.0
3/1/2008,02:10:00,0.392,0.138,247.080,1.600,0.000,0.000,0.0
3/1/2008,02:11:00,0.410,0.146,247.320,1.800,0.000,1.000,0.0
3/1/2008,02:12:00,0.390,0.140,247.370,1.600,0.000,0.000,0.0
3/1/2008,02:13:00,0.408,0.146,247.400,1.800,0.000,0.000,0.0
3/1/2008,02:14:00,1.326,0.126,245.940,5.600,0.000,0.000,13.0
3/1/2008,02:15:00,1.554,0.128,245.640,6.200,0.000,0.000,20.0
3/1/2008,02:16:00,1.508,0.118,244.790,6.200,0.000,0.000,18.0
3/1/2008,02:17:00,1.518,0.126,244.980,6.200,0.000,0.000,19.0
3/1/2008,02:18:00,1.456,0.054,245.580,5.800,0.000,0.000,19.0
3/1/2008,02:19:00,1.426,0.000,245.780,5.800,0.000,1.000,18.0
3/1/2008,02:20:00,1.410,0.000,246.270,5.600,0.000,0.000,19.0
3/1/2008,02:21:00,1.508,0.078,246.420,6.200,0.000,0.000,19.0
3/1/2008,02:22:00,1.486,0.092,246.610,6.000,0.000,0.000,18.0
3/1/2008,02:23:00,1.508,0.100,246.910,6.000,0.000,0.000,19.0
3/1/2008,02:24:00,1.482,0.092,246.160,6.000,0.000,0.000,19.0
3/1/2008,02:25:00,1.494,0.096,245.740,6.000,0.000,1.000,18.0
3/1/2008,02:26:00,1.474,0.090,245.740,6.000,0.000,0.000,19.0
3/1/2008,02:27:00,1.496,0.096,246.200,6.000,0.000,0.000,18.0
3/1/2008,02:28:00,1.478,0.092,246.300,6.000,0.000,0.000,19.0
3/1/2008,02:29:00,1.476,0.072,246.160,6.000,0.000,0.000,18.0
3/1/2008,02:30:00,1.406,0.000,246.290,5.600,0.000,0.000,19.0
3/1/2008,02:31:00,1.420,0.000,245.930,5.800,0.000,1.000,19.0
3/1/2008,02:32:00,1.414,0.000,245.930,5.600,0.000,0.000,18.0
3/1/2008,02:33:00,1.408,0.000,245.750,5.600,0.000,0.000,19.0
3/1/2008,02:34:00,1.426,0.000,246.400,5.800,0.000,0.000,18.0
3/1/2008,02:35:00,1.412,0.000,246.910,5.600,0.000,0.000,19.0
3/1/2008,02:36:00,1.432,0.000,247.000,5.800,0.000,1.000,19.0
3/1/2008,02:37:00,1.422,0.000,247.860,5.600,0.000,0.000,18.0
3/1/2008,02:38:00,1.446,0.000,248.410,5.800,0.000,0.000,19.0
3/1/2008,02:39:00,1.416,0.000,247.360,5.600,0.000,0.000,19.0
3/1/2008,02:40:00,1.430,0.000,246.800,5.800,0.000,0.000,19.0
3/1/2008,02:41:00,1.414,0.000,247.030,5.600,0.000,0.000,18.0
3/1/2008,02:42:00,1.436,0.000,247.400,5.800,0.000,0.000,19.0
3/1/2008,02:43:00,1.416,0.000,247.350,5.600,0.000,0.000,19.0
3/1/2008,02:44:00,1.436,0.000,247.530,5.800,0.000,1.000,19.0
3/1/2008,02:45:00,1.426,0.000,248.310,5.600,0.000,0.000,19.0
3/1/2008,02:46:00,1.440,0.000,247.720,5.800,0.000,0.000,18.0
3/1/2008,02:47:00,1.420,0.000,247.640,5.600,0.000,0.000,19.0
3/1/2008,02:48:00,1.434,0.000,247.310,5.800,0.000,0.000,19.0
3/1/2008,02:49:00,1.410,0.000,246.860,5.600,0.000,0.000,19.0
3/1/2008,02:50:00,1.464,0.000,246.780,6.000,0.000,1.000,18.0
3/1/2008,02:51:00,1.518,0.126,246.440,6.200,0.000,0.000,19.0
3/1/2008,02:52:00,1.540,0.134,246.940,6.200,0.000,0.000,19.0
3/1/2008,02:53:00,1.524,0.130,247.410,6.200,0.000,0.000,18.0
3/1/2008,02:54:00,1.430,0.140,247.870,6.000,0.000,0.000,18.0
3/1/2008,02:55:00,0.398,0.150,248.960,1.800,0.000,0.000,0.0
3/1/2008,02:56:00,0.416,0.156,249.050,1.800,0.000,1.000,0.0
3/1/2008,02:57:00,0.396,0.150,249.090,1.800,0.000,0.000,0.0
3/1/2008,02:58:00,0.414,0.156,249.180,1.800,0.000,0.000,0.0
3/1/2008,02:59:00,0.392,0.148,248.700,1.800,0.000,0.000,0.0
3/1/2008,03:00:00,0.410,0.156,248.930,1.800,0.000,0.000,0.0
3/1/2008,03:01:00,0.392,0.152,249.250,1.800,0.000,0.000,0.0
3/1/2008,03:02:00,0.408,0.156,248.740,1.800,0.000,1.000,0.0
3/1/2008,03:03:00,0.402,0.150,248.050,1.800,0.000,0.000,0.0
3/1/2008,03:04:00,0.390,0.146,248.080,1.800,0.000,0.000,0.0
3/1/2008,03:05:00,0.308,0.000,247.770,1.400,0.000,0.000,0.0
3/1/2008,03:06:00,0.290,0.000,247.500,1.200,0.000,0.000,0.0
3/1/2008,03:07:00,0.308,0.000,247.190,1.400,0.000,0.000,0.0
3/1/2008,03:08:00,0.376,0.100,247.770,1.800,0.000,0.000,0.0
3/1/2008,03:09:00,0.386,0.120,248.620,1.600,0.000,1.000,0.0
3/1/2008,03:10:00,0.368,0.112,248.550,1.600,0.000,0.000,0.0
3/1/2008,03:11:00,0.386,0.118,248.300,1.600,0.000,0.000,0.0
3/1/2008,03:12:00,0.366,0.112,248.140,1.600,0.000,0.000,0.0
3/1/2008,03:13:00,0.384,0.116,248.090,1.600,0.000,0.000,0.0
3/1/2008,03:14:00,0.362,0.108,247.590,1.600,0.000,0.000,0.0
3/1/2008,03:15:00,0.380,0.114,247.240,1.600,0.000,1.000,0.0
3/1/2008,03:16:00,0.330,0.058,246.620,1.400,0.000,0.000,0.0
3/1/2008,03:17:00,0.308,0.000,247.540,1.400,0.000,0.000,0.0
3/1/2008,03:18:00,0.290,0.000,248.180,1.200,0.000,0.000,0.0
3/1/2008,03:19:00,0.310,0.000,248.700,1.400,0.000,0.000,0.0
3/1/2008,03:20:00,0.292,0.000,248.930,1.200,0.000,0.000,0.0
