Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
30/4/2007,11:20:00,?,?,?,?,?,?,
30/4/2007,11:21:00,?,?,?,?,?,?,
30/4/2007,11:22:00,?,?,?,?,?,?,
30/4/2007,11:23:00,?,?,?,?,?,?,
30/4/2007,11:24:00,?,?,?,?,?,?,
30/4/2007,11:25:00,?,?,?,?,?,?,
30/4/2007,11:26:00,?,?,?,?,?,?,
30/4/2007,11:27:00,?,?,?,?,?,?,
30/4/2007,11:28:00,?,?,?,?,?,?,
30/4/2007,11:29:00,?,?,?,?,?,?,
30/4/2007,11:30:00,?,?,?,?,?,?,
30/4/2007,11:31:00,?,?,?,?,?,?,
30/4/2007,11:32:00,?,?,?,?,?,?,
30/4/2007,11:33:00,?,?,?,?,?,?,
30/4/2007,11:34:00,?,?,?,?,?,?,
30/4/2007,11:35:00,?,?,?,?,?,?,
30/4/2007,11:36:00,?,?,?,?,?,?,
30/4/2007,11:37:00,?,?,?,?,?,?,
30/4/2007,11:38:00,?,?,?,?,?,?,
30/4/2007,11:39:00,?,?,?,?,?,?,
30/4/2007,11:40:00,?,?,?,?,?,?,
30/4/2007,11:41:00,?,?,?,?,?,?,
30/4/2007,11:42:00,?,?,?,?,?,?,
30/4/2007,11:43:00,?,?,?,?,?,?,
30/4/2007,11:44:00,?,?,?,?,?,?,
30/4/2007,11:45:00,?,?,?,?,?,?,
30/4/2007,11:46:00,?,?,?,?,?,?,
30/4/2007,11:47:00,?,?,?,?,?,?,
30/4/2007,11:48:00,?,?,?,?,?,?,
30/4/2007,11:49:00,?,?,?,?,?,?,
30/4/2007,11:50:00,?,?,?,?,?,?,
30/4/2007,11:51:00,?,?,?,?,?,?,
30/4/2007,11:52:00,?,?,?,?,?,?,
30/4/2007,11:53:00,?,?,?,?,?,?,
30/4/2007,11:54:00,?,?,?,?,?,?,
30/4/2007,11:55:00,?,?,?,?,?,?,
30/4/2007,11:56:00,?,?,?,?,?,?,
30/4/2007,11:57:00,?,?,?,?,?,?,
30/4/2007,11:58:00,?,?,?,?,?,?,
30/4/2007,11:59:00,?,?,?,?,?,?,
30/4/2007,12:00:00,?,?,?,?,?,?,
30/4/2007,12:01:00,?,?,?,?,?,?,
30/4/2007,12:02:00,?,?,?,?,?,?,
30/4/2007,12:03:00,?,?,?,?,?,?,
30/4/2007,12:04:00,?,?,?,?,?,?,
30/4/2007,12:05:00,?,?,?,?,?,?,
30/4/2007,12:06:00,?,?,?,?,?,?,
30/4/2007,12:07:00,?,?,?,?,?,?,
30/4/2007,12:08:00,?,?,?,?,?,?,
30/4/2007,12:09:00,?,?,?,?,?,?,
30/4/2007,12:10:00,?,?,?,?,?,?,
30/4/2007,12:11:00,?,?,?,?,?,?,
30/4/2007,12:12:00,?,?,?,?,?,?,
30/4/2007,12:13:00,?,?,?,?,?,?,
30/4/2007,12:14:00,?,?,?,?,?,?,
30/4/2007,12:15:00,?,?,?,?,?,?,
30/4/2007,12:16:00,?,?,?,?,?,?,
30/4/2007,12:17:00,?,?,?,?,?,?,
30/4/2007,12:18:00,?,?,?,?,?,?,
30/4/2007,12:19:00,?,?,?,?,?,?,
30/4/2007,12:20:00,?,?,?,?,?,?,
30/4/2007,12:21:00,?,?,?,?,?,?,
30/4/2007,12:22:00,?,?,?,?,?,?,
30/4/2007,12:23:00,?,?,?,?,?,?,
30/4/2007,12:24:00,?,?,?,?,?,?,
30/4/2007,12:25:00,?,?,?,?,?,?,
30/4/2007,12:26:00,?,?,?,?,?,?,
30/4/2007,12:27:00,?,?,?,?,?,?,
30/4/2007,12:28:00,?,?,?,?,?,?,
30/4/2007,12:29:00,?,?,?,?,?,?,
30/4/2007,12:30:00,?,?,?,?,?,?,
30/4/2007,12:31:00,?,?,?,?,?,?,
30/4/2007,12:32:00,?,?,?,?,?,?,
30/4/2007,12:33:00,?,?,?,?,?,?,
30/4/2007,12:34:00,?,?,?,?,?,?,
30/4/2007,12:35:00,?,?,?,?,?,?,
30/4/2007,12:36:00,?,?,?,?,?,?,
30/4/2007,12:37:00,?,?,?,?,?,?,
30/4/2007,12:38:00,?,?,?,?,?,?,
30/4/2007,12:39:00,?,?,?,?,?,?,
30/4/2007,12:40:00,?,?,?,?,?,?,
30/4/2007,12:41:00,?,?,?,?,?,?,
30/4/2007,12:42:00,?,?,?,?,?,?,
30/4/2007,12:43:00,?,?,?,?,?,?,
30/4/2007,12:44:00,?,?,?,?,?,?,
30/4/2007,12:45:00,?,?,?,?,?,?,
30/4/2007,12:46:00,?,?,?,?,?,?,
30/4/2007,12:47:00,?,?,?,?,?,?,
30/4/2007,12:48:00,?,?,?,?,?,?,
30/4/2007,12:49:00,?,?,?,?,?,?,
30/4/2007,12:50:00,?,?,?,?,?,?,
30/4/2007,12:51:00,?,?,?,?,?,?,
30/4/2007,12:52:00,?,?,?,?,?,?,
30/4/2007,12:53:00,?,?,?,?,?,?,
30/4/2007,12:54:00,?,?,?,?,?,?,
30/4/2007,12:55:00,?,?,?,?,?,?,
30/4/2007,12:56:00,?,?,?,?,?,?,
30/4/2007,12:57:00,?,?,?,?,?,?,
30/4/2007,12:58:00,?,?,?,?,?,?,
30/4/2007,12:59:00,?,?,?,?,?,?,
30/4/2007,13:00:00,?,?,?,?,?,?,
30/4/2007,13:01:00,?,?,?,?,?,?,
30/4/2007,13:02:00,?,?,?,?,?,?,
30/4/2007,13:03:00,?,?,?,?,?,?,
30/4/2007,13:04:00,?,?,?,?,?,?,
30/4/2007,13:05:00,?,?,?,?,?,?,
30/4/2007,13:06:00,?,?,?,?,?,?,
30/4/2007,13:07:00,?,?,?,?,?,?,
30/4/2007,13:08:00,?,?,?,?,?,?,
30/4/2007,13:09:00,?,?,?,?,?,?,
30/4/2007,13:10:00,?,?,?,?,?,?,
30/4/2007,13:11:00,?,?,?,?,?,?,
30/4/2007,13:12:00,?,?,?,?,?,?,
30/4/2007,13:13:00,?,?,?,?,?,?,
30/4/2007,13:14:00,?,?,?,?,?,?,
30/4/2007,13:15:00,?,?,?,?,?,?,
30/4/2007,13:16:00,?,?,?,?,?,?,
30/4/2007,13:17:00,?,?,?,?,?,?,
30/4/2007,13:18:00,?,?,?,?,?,?,
30/4/2007,13:19:00,?,?,?,?,?,?,
30/4/2007,13:20:00,?,?,?,?,?,?,
30/4/2007,13:21:00,?,?,?,?,?,?,
30/4/2007,13:22:00,?,?,?,?,?,?,
30/4/2007,13:23:00,?,?,?,?,?,?,
30/4/2007,13:24:00,?,?,?,?,?,?,
30/4/2007,13:25:00,?,?,?,?,?,?,
30/4/2007,13:26:00,?,?,?,?,?,?,
30/4/2007,13:27:00,?,?,?,?,?,?,
30/4/2007,13:28:00,?,?,?,?,?,?,
30/4/2007,13:29:00,?,?,?,?,?,?,
30/4/2007,13:30:00,?,?,?,?,?,?,
30/4/2007,13:31:00,?,?,?,?,?,?,
30/4/2007,13:32:00,?,?,?,?,?,?,
30/4/2007,13:33:00,?,?,?,?,?,?,
30/4/2007,13:34:00,?,?,?,?,?,?,
30/4/2007,13:35:00,?,?,?,?,?,?,
30/4/2007,13:36:00,?,?,?,?,?,?,
30/4/2007,13:37:00,?,?,?,?,?,?,
30/4/2007,13:38:00,?,?,?,?,?,?,
30/4/2007,13:39:00,?,?,?,?,?,?,
30/4/2007,13:40:00,?,?,?,?,?,?,
30/4/2007,13:41:00,?,?,?,?,?,?,
30/4/2007,13:42:00,?,?,?,?,?,?,
30/4/2007,13:43:00,?,?,?,?,?,?,
30/4/2007,13:44:00,?,?,?,?,?,?,
30/4/2007,13:45:00,?,?,?,?,?,?,
30/4/2007,13:46:00,?,?,?,?,?,?,
30/4/2007,13:47:00,?,?,?,?,?,?,
30/4/2007,13:48:00,?,?,?,?,?,?,
30/4/2007,13:49:00,?,?,?,?,?,?,
30/4/2007,13:50:00,?,?,?,?,?,?,
30/4/2007,13:51:00,?,?,?,?,?,?,
30/4/2007,13:52:00,?,?,?,?,?,?,
30/4/2007,13:53:00,?,?,?,?,?,?,
30/4/2007,13:54:00,?,?,?,?,?,?,
30/4/2007,13:55:00,?,?,?,?,?,?,
30/4/2007,13:56:00,?,?,?,?,?,?,
30/4/2007,13:57:00,?,?,?,?,?,?,
30/4/2007,13:58:00,?,?,?,?,?,?,
30/4/2007,13:59:00,?,?,?,?,?,?,
30/4/2007,14:00:00,?,?,?,?,?,?,
30/4/2007,14:01:00,?,?,?,?,?,?,
30/4/2007,14:02:00,?,?,?,?,?,?,
30/4/2007,14:03:00,?,?,?,?,?,?,
30/4/2007,14:04:00,?,?,?,?,?,?,
30/4/2007,14:05:00,?,?,?,?,?,?,
30/4/2007,14:06:00,?,?,?,?,?,?,
30/4/2007,14:07:00,?,?,?,?,?,?,
30/4/2007,14:08:00,?,?,?,?,?,?,
30/4/2007,14:09:00,?,?,?,?,?,?,
30/4/2007,14:10:00,?,?,?,?,?,?,
30/4/2007,14:11:00,?,?,?,?,?,?,
30/4/2007,14:12:00,?,?,?,?,?,?,
30/4/2007,14:13:00,?,?,?,?,?,?,
30/4/2007,14:14:00,?,?,?,?,?,?,
30/4/2007,14:15:00,?,?,?,?,?,?,
30/4/2007,14:16:00,?,?,?,?,?,?,
30/4/2007,14:17:00,?,?,?,?,?,?,
30/4/2007,14:18:00,?,?,?,?,?,?,
30/4/2007,14:19:00,?,?,?,?,?,?,
30/4/2007,14:20:00,?,?,?,?,?,?,
30/4/2007,14:21:00,?,?,?,?,?,?,
30/4/2007,14:22:00,?,?,?,?,?,?,
30/4/2007,14:23:00,?,?,?,?,?,?,
30/4/2007,14:24:00,0.232,0.078,234.570,1.000,0.000,0.000,0.0
30/4/2007,14:25:00,0.232,0.078,234.680,1.000,0.000,0.000,0.0
30/4/2007,14:26:00,0.230,0.078,234.690,1.000,0.000,0.000,0.0
30/4/2007,14:27:00,0.232,0.080,235.370,1.000,0.000,0.000,0.0
30/4/2007,14:28:00,0.160,0.000,234.860,0.800,0.000,0.000,0.0
30/4/2007,14:29:00,0.140,0.000,235.350,0.600,0.000,0.000,0.0
30/4/2007,14:30:00,0.138,0.000,236.120,0.600,0.000,0.000,0.0
30/4/2007,14:31:00,0.138,0.000,235.520,0.600,0.000,0.000,0.0
30/4/2007,14:32:00,0.138,0.000,235.230,0.600,0.000,0.000,0.0
30/4/2007,14:33:00,0.138,0.000,235.090,0.600,0.000,0.000,0.0
30/4/2007,14:34:00,0.164,0.000,235.410,1.000,0.000,0.000,0.0
30/4/2007,14:35:00,0.214,0.048,234.280,1.000,0.000,0.000,0.0
30/4/2007,14:36:00,0.212,0.048,233.650,1.000,0.000,0.000,0.0
30/4/2007,14:37:00,0.212,0.048,233.690,1.000,0.000,0.000,0.0
30/4/2007,14:38:00,0.212,0.046,233.100,1.000,0.000,0.000,0.0
30/4/2007,14:39:00,0.212,0.048,233.880,1.000,0.000,0.000,0.0
30/4/2007,14:40:00,0.208,0.048,233.690,0.800,0.000,0.000,0.0
30/4/2007,14:41:00,0.208,0.050,234.070,0.800,0.000,0.000,0.0
30/4/2007,14:42:00,0.206,0.048,234.020,0.800,0.000,0.000,0.0
30/4/2007,14:43:00,0.206,0.048,234.090,0.800,0.000,0.000,0.0
30/4/2007,14:44:00,0.206,0.048,234.040,0.800,0.000,0.000,0.0
30/4/2007,14:45:00,0.204,0.048,234.020,0.800,0.000,0.000,0.0
30/4/2007,14:46:00,0.204,0.050,234.420,0.800,0.000,0.000,0.0
30/4/2007,14:47:00,0.206,0.050,234.880,0.800,0.000,0.000,0.0
30/4/2007,14:48:00,0.204,0.050,234.960,0.800,0.000,0.000,0.0
30/4/2007,14:49:00,0.204,0.048,233.650,0.800,0.000,0.000,0.0
30/4/2007,14:50:00,0.152,0.000,234.750,0.800,0.000,0.000,0.0
30/4/2007,14:51:00,0.138,0.000,234.850,0.600,0.000,0.000,0.0
30/4/2007,14:52:00,0.250,0.068,234.580,1.200,0.000,0.000,0.0
30/4/2007,14:53:00,0.246,0.076,234.070,1.000,0.000,0.000,0.0
30/4/2007,14:54:00,0.290,0.120,234.140,1.400,0.000,0.000,0.0
30/4/2007,14:55:00,0.326,0.190,234.460,1.600,0.000,1.000,0.0
30/4/2007,14:56:00,0.322,0.190,234.160,1.600,0.000,1.000,0.0
30/4/2007,14:57:00,0.322,0.190,234.110,1.600,0.000,1.000,0.0
30/4/2007,14:58:00,0.322,0.190,234.180,1.600,0.000,2.000,0.0
30/4/2007,14:59:00,0.322,0.190,233.760,1.600,0.000,1.000,0.0
30/4/2007,15:00:00,0.320,0.190,234.230,1.600,0.000,2.000,0.0
30/4/2007,15:01:00,0.318,0.192,234.600,1.600,0.000,1.000,0.0
30/4/2007,15:02:00,0.316,0.192,234.480,1.600,0.000,2.000,0.0
30/4/2007,15:03:00,0.316,0.196,235.310,1.600,0.000,1.000,0.0
30/4/2007,15:04:00,0.316,0.196,235.400,1.600,0.000,1.000,0.0
30/4/2007,15:05:00,0.314,0.196,235.160,1.600,0.000,2.000,0.0
30/4/2007,15:06:00,0.644,0.190,234.560,3.400,0.000,1.000,3.0
30/4/2007,15:07:00,1.358,0.178,233.450,5.800,0.000,1.000,18.0
30/4/2007,15:08:00,1.346,0.178,233.620,5.800,0.000,2.000,17.0
30/4/2007,15:09:00,1.332,0.178,233.500,5.600,0.000,1.000,17.0
30/4/2007,15:10:00,1.326,0.178,233.710,5.600,0.000,1.000,17.0
30/4/2007,15:11:00,1.316,0.176,233.470,5.600,0.000,2.000,17.0
30/4/2007,15:12:00,1.228,0.056,233.780,5.200,0.000,1.000,17.0
30/4/2007,15:13:00,1.224,0.054,233.720,5.200,0.000,1.000,16.0
30/4/2007,15:14:00,1.220,0.054,233.590,5.200,0.000,1.000,17.0
30/4/2007,15:15:00,1.224,0.054,234.090,5.200,0.000,2.000,17.0
30/4/2007,15:16:00,1.220,0.054,233.760,5.200,0.000,1.000,17.0
30/4/2007,15:17:00,1.212,0.052,232.950,5.200,0.000,1.000,16.0
30/4/2007,15:18:00,1.214,0.052,233.160,5.200,0.000,1.000,17.0
30/4/2007,15:19:00,1.218,0.054,233.580,5.200,0.000,1.000,17.0
30/4/2007,15:20:00,1.234,0.058,233.980,5.200,0.000,2.000,17.0
30/4/2007,15:21:00,1.300,0.152,234.020,5.600,0.000,1.000,16.0
30/4/2007,15:22:00,1.290,0.150,233.700,5.400,0.000,1.000,17.0
30/4/2007,15:23:00,1.298,0.154,234.490,5.400,0.000,1.000,17.0
30/4/2007,15:24:00,1.302,0.156,235.110,5.600,0.000,1.000,17.0
30/4/2007,15:25:00,1.300,0.156,235.110,5.400,0.000,1.000,17.0
30/4/2007,15:26:00,1.296,0.154,234.840,5.400,0.000,2.000,17.0
30/4/2007,15:27:00,1.294,0.154,234.810,5.400,0.000,1.000,17.0
30/4/2007,15:28:00,1.290,0.154,234.520,5.400,0.000,1.000,16.0
30/4/2007,15:29:00,1.286,0.152,234.100,5.400,0.000,1.000,17.0
30/4/2007,15:30:00,1.280,0.150,233.460,5.400,0.000,1.000,17.0
30/4/2007,15:31:00,1.284,0.152,234.140,5.400,0.000,1.000,17.0
30/4/2007,15:32:00,1.284,0.152,234.220,5.400,0.000,1.000,17.0
30/4/2007,15:33:00,1.280,0.152,233.850,5.400,0.000,2.000,16.0
30/4/2007,15:34:00,1.278,0.150,233.720,5.400,0.000,1.000,17.0
30/4/2007,15:35:00,1.286,0.124,234.250,5.400,0.000,1.000,17.0
30/4/2007,15:36:00,0.896,0.184,234.240,4.400,0.000,1.000,11.0
30/4/2007,15:37:00,0.314,0.196,235.560,1.600,0.000,1.000,0.0
30/4/2007,15:38:00,0.312,0.198,236.070,1.600,0.000,1.000,0.0
30/4/2007,15:39:00,0.310,0.196,235.700,1.600,0.000,2.000,0.0
30/4/2007,15:40:00,0.310,0.194,235.340,1.600,0.000,1.000,0.0
30/4/2007,15:41:00,0.308,0.198,236.070,1.600,0.000,1.000,0.0
30/4/2007,15:42:00,0.308,0.200,236.550,1.600,0.000,1.000,0.0
30/4/2007,15:43:00,0.262,0.124,236.290,1.200,0.000,0.000,0.0
30/4/2007,15:44:00,0.236,0.082,236.180,1.000,0.000,0.000,0.0
30/4/2007,15:45:00,0.236,0.082,235.840,1.000,0.000,0.000,0.0
30/4/2007,15:46:00,0.234,0.082,235.640,1.000,0.000,0.000,0.0
30/4/2007,15:47:00,0.234,0.080,235.670,1.000,0.000,0.000,0.0
30/4/2007,15:48:00,0.234,0.082,235.560,1.000,0.000,0.000,0.0
30/4/2007,15:49:00,0.234,0.082,235.650,1.000,0.000,0.000,0.0
30/4/2007,15:50:00,0.234,0.080,235.090,1.000,0.000,0.000,0.0
30/4/2007,15:51:00,0.232,0.078,234.800,1.000,0.000,0.000,0.0
30/4/2007,15:52:00,0.232,0.080,235.280,1.000,0.000,0.000,0.0
30/4/2007,15:53:00,0.232,0.082,235.820,1.000,0.000,0.000,0.0
30/4/2007,15:54:00,0.232,0.082,235.760,1.000,0.000,0.000,0.0
30/4/2007,15:55:00,0.172,0.000,236.100,0.800,0.000,0.000,0.0
30/4/2007,15:56:00,0.140,0.000,236.250,0.600,0.000,0.000,0.0
30/4/2007,15:57:00,0.140,0.000,235.770,0.600,0.000,0.000,0.0
30/4/2007,15:58:00,0.138,0.000,236.150,0.600,0.000,0.000,0.0
30/4/2007,15:59:00,0.140,0.000,236.280,0.600,0.000,0.000,0.0
30/4/2007,16:00:00,0.140,0.000,236.310,0.600,0.000,0.000,0.0
30/4/2007,16:01:00,0.140,0.000,235.890,0.600,0.000,0.000,0.0
30/4/2007,16:02:00,0.138,0.000,235.130,0.600,0.000,0.000,0.0
30/4/2007,16:03:00,0.138,0.000,234.990,0.600,0.000,0.000,0.0
30/4/2007,16:04:00,0.138,0.000,235.590,0.600,0.000,0.000,0.0
30/4/2007,16:05:00,0.138,0.000,235.620,0.600,0.000,0.000,0.0
30/4/2007,16:06:00,0.214,0.000,235.980,1.000,0.000,0.000,0.0
30/4/2007,16:07:00,0.216,0.056,236.230,1.000,0.000,0.000,0.0
30/4/2007,16:08:00,0.216,0.056,235.850,1.000,0.000,0.000,0.0
30/4/2007,16:09:00,0.216,0.056,236.140,1.000,0.000,0.000,0.0
30/4/2007,16:10:00,0.214,0.056,236.320,1.000,0.000,0.000,0.0
30/4/2007,16:11:00,0.214,0.056,236.330,1.000,0.000,0.000,0.0
30/4/2007,16:12:00,0.210,0.056,236.170,1.000,0.000,0.000,0.0
30/4/2007,16:13:00,0.210,0.056,235.840,1.000,0.000,0.000,0.0
30/4/2007,16:14:00,0.208,0.052,234.960,0.800,0.000,0.000,0.0
30/4/2007,16:15:00,0.208,0.054,235.730,1.000,0.000,0.000,0.0
30/4/2007,16:16:00,0.208,0.056,235.950,1.000,0.000,0.000,0.0
30/4/2007,16:17:00,0.206,0.054,235.490,0.800,0.000,0.000,0.0
30/4/2007,16:18:00,0.206,0.054,235.770,0.800,0.000,0.000,0.0
30/4/2007,16:19:00,0.254,0.094,235.590,1.200,0.000,0.000,0.0
30/4/2007,16:20:00,0.250,0.082,235.900,1.000,0.000,0.000,0.0
30/4/2007,16:21:00,0.248,0.084,236.130,1.000,0.000,0.000,0.0
30/4/2007,16:22:00,0.244,0.084,236.020,1.000,0.000,0.000,0.0
30/4/2007,16:23:00,0.242,0.084,236.280,1.000,0.000,0.000,0.0
30/4/2007,16:24:00,0.240,0.082,235.900,1.000,0.000,0.000,0.0
30/4/2007,16:25:00,0.240,0.082,235.780,1.000,0.000,0.000,0.0
30/4/2007,16:26:00,0.240,0.086,236.780,1.000,0.000,0.000,0.0
30/4/2007,16:27:00,0.238,0.086,236.800,1.000,0.000,0.000,0.0
30/4/2007,16:28:00,0.238,0.088,237.190,1.000,0.000,0.000,0.0
30/4/2007,16:29:00,0.236,0.084,236.340,1.000,0.000,0.000,0.0
30/4/2007,16:30:00,0.234,0.082,235.770,1.000,0.000,0.000,0.0
30/4/2007,16:31:00,0.234,0.080,235.160,1.000,0.000,0.000,0.0
30/4/2007,16:32:00,0.234,0.080,235.140,1.000,0.000,0.000,0.0
30/4/2007,16:33:00,0.234,0.080,235.570,1.000,0.000,0.000,0.0
30/4/2007,16:34:00,0.234,0.082,235.650,1.000,0.000,0.000,0.0
30/4/2007,16:35:00,0.232,0.080,235.070,1.000,0.000,0.000,0.0
30/4/2007,16:36:00,0.232,0.076,234.410,1.000,0.000,0.000,0.0
30/4/2007,16:37:00,0.232,0.080,235.010,1.000,0.000,0.000,0.0
30/4/2007,16:38:00,0.232,0.078,234.890,1.000,0.000,0.000,0.0
30/4/2007,16:39:00,0.190,0.000,234.790,0.800,0.000,0.000,0.0
30/4/2007,16:40:00,0.138,0.000,235.270,0.600,0.000,0.000,0.0
30/4/2007,16:41:00,0.140,0.000,234.890,0.600,0.000,0.000,0.0
30/4/2007,16:42:00,0.138,0.000,235.160,0.600,0.000,0.000,0.0
30/4/2007,16:43:00,0.138,0.000,235.900,0.600,0.000,0.000,0.0
30/4/2007,16:44:00,0.138,0.000,236.120,0.600,0.000,0.000,0.0
30/4/2007,16:45:00,0.138,0.000,235.670,0.600,0.000,0.000,0.0
30/4/2007,16:46:00,0.138,0.000,236.200,0.600,0.000,0.000,0.0
30/4/2007,16:47:00,0.140,0.000,236.760,0.600,0.000,0.000,0.0
30/4/2007,16:48:00,0.140,0.000,236.460,0.600,0.000,0.000,0.0
30/4/2007,16:49:00,0.140,0.000,236.470,0.600,0.000,0.000,0.0
30/4/2007,16:50:00,0.140,0.000,236.580,0.600,0.000,0.000,0.0
30/4/2007,16:51:00,0.206,0.000,236.230,1.000,0.000,0.000,0.0
30/4/2007,16:52:00,0.218,0.056,236.180,1.000,0.000,0.000,0.0
30/4/2007,16:53:00,0.216,0.056,236.410,1.000,0.000,0.000,0.0
30/4/2007,16:54:00,0.216,0.056,235.890,1.000,0.000,0.000,0.0
30/4/2007,16:55:00,0.214,0.054,235.680,1.000,0.000,0.000,0.0
30/4/2007,16:56:00,0.212,0.054,235.650,1.000,0.000,0.000,0.0
30/4/2007,16:57:00,0.210,0.054,235.740,1.000,0.000,0.000,0.0
30/4/2007,16:58:00,0.208,0.054,235.480,1.000,0.000,0.000,0.0
30/4/2007,16:59:00,0.210,0.054,235.430,1.000,0.000,0.000,0.0
30/4/2007,17:00:00,0.208,0.054,235.140,1.000,0.000,0.000,0.0
30/4/2007,17:01:00,0.208,0.054,235.290,1.000,0.000,0.000,0.0
30/4/2007,17:02:00,0.208,0.052,235.010,1.000,0.000,0.000,0.0
30/4/2007,17:03:00,0.206,0.054,235.080,0.800,0.000,0.000,0.0
30/4/2007,17:04:00,0.280,0.116,234.600,1.400,0.000,0.000,0.0
30/4/2007,17:05:00,0.248,0.078,234.920,1.000,0.000,0.000,0.0
30/4/2007,17:06:00,0.244,0.078,234.830,1.000,0.000,0.000,0.0
30/4/2007,17:07:00,0.242,0.078,234.800,1.000,0.000,0.000,0.0
30/4/2007,17:08:00,0.282,0.076,234.210,1.200,0.000,0.000,0.0
30/4/2007,17:09:00,0.476,0.070,233.330,2.000,0.000,0.000,0.0
30/4/2007,17:10:00,0.296,0.074,233.650,1.200,0.000,0.000,0.0
30/4/2007,17:11:00,0.236,0.076,233.910,1.000,0.000,0.000,0.0
30/4/2007,17:12:00,0.236,0.080,234.720,1.000,0.000,0.000,0.0
30/4/2007,17:13:00,0.236,0.082,235.230,1.000,0.000,0.000,0.0
30/4/2007,17:14:00,0.234,0.078,234.510,1.000,0.000,0.000,0.0
30/4/2007,17:15:00,0.232,0.076,233.790,1.000,0.000,0.000,0.0
30/4/2007,17:16:00,0.232,0.074,233.240,1.000,0.000,0.000,0.0
30/4/2007,17:17:00,0.230,0.074,232.930,1.000,0.000,0.000,0.0
30/4/2007,17:18:00,0.232,0.076,233.720,1.000,0.000,0.000,0.0
30/4/2007,17:19:00,0.232,0.076,233.710,1.000,0.000,0.000,0.0
30/4/2007,17:20:00,0.232,0.076,233.990,1.000,0.000,0.000,0.0
30/4/2007,17:21:00,0.230,0.076,233.420,1.000,0.000,0.000,0.0
30/4/2007,17:22:00,0.270,0.108,234.190,1.400,0.000,0.000,0.0
30/4/2007,17:23:00,0.316,0.192,234.290,1.600,0.000,1.000,0.0
30/4/2007,17:24:00,0.254,0.110,233.590,1.200,0.000,2.000,0.0
30/4/2007,17:25:00,0.224,0.068,233.890,1.000,0.000,1.000,0.0
30/4/2007,17:26:00,0.226,0.070,234.590,1.000,0.000,1.000,0.0
30/4/2007,17:27:00,0.226,0.070,234.450,1.000,0.000,2.000,0.0
30/4/2007,17:28:00,0.224,0.068,234.460,1.000,0.000,1.000,0.0
30/4/2007,17:29:00,0.224,0.070,234.500,1.000,0.000,2.000,0.0
30/4/2007,17:30:00,0.224,0.072,235.120,1.000,0.000,1.000,0.0
30/4/2007,17:31:00,0.224,0.072,235.530,1.000,0.000,1.000,0.0
30/4/2007,17:32:00,0.226,0.074,236.130,1.000,0.000,2.000,0.0
30/4/2007,17:33:00,0.224,0.074,236.200,1.000,0.000,1.000,0.0
30/4/2007,17:34:00,0.222,0.074,236.100,1.000,0.000,2.000,0.0
30/4/2007,17:35:00,0.222,0.074,235.980,1.000,0.000,1.000,0.0
30/4/2007,17:36:00,0.304,0.160,235.490,1.600,0.000,1.000,0.0
30/4/2007,17:37:00,0.294,0.168,235.260,1.400,0.000,2.000,0.0
30/4/2007,17:38:00,0.292,0.166,234.720,1.400,0.000,1.000,0.0
30/4/2007,17:39:00,0.290,0.164,234.340,1.400,0.000,1.000,0.0
30/4/2007,17:40:00,0.286,0.164,234.180,1.400,0.000,1.000,0.0
30/4/2007,17:41:00,0.284,0.164,234.270,1.400,0.000,2.000,0.0
